6.97505 0.0704335 -0.00828262 -0.0133316 -0.0837651
7.12646 0.0696914 0.0129935 0.00810388 -0.0615876
7.27788 0.0627698 0.0322376 0.0279253 -0.0348446
7.42929 0.0505344 0.0478501 0.0444491 -0.00608528
7.58071 0.0342806 0.0586096 0.0563485 0.0220679
7.73212 0.0156047 0.0637633 0.0627542 0.0471495
7.88354 -0.00374661 0.0630749 0.0633126 0.0670592
8.03495 -0.0220341 0.0568254 0.0581966 0.0802306
8.18636 -0.0376769 0.0457704 0.0480716 0.0857484
8.33778 -0.049385 0.0310574 0.0340189 0.0834039
8.48919 -0.0562613 0.0141131 0.0174268 0.0736881
8.64061 -0.0578661 -0.00349042 -0.000141919 0.0577242
8.79202 -0.0542402 -0.0201775 -0.0170928 0.0371474
8.94343 -0.0458845 -0.0345058 -0.0319406 0.0139439
9.09485 -0.0337007 -0.0452882 -0.0434355 -0.00973481
9.24626 -0.0188992 -0.0516878 -0.0506658 -0.0317666
9.39768 -0.00288241 -0.0532799 -0.0531265 -0.0502441
9.54909 0.0128846 -0.0500763 -0.050751 -0.0636356
9.70051 0.0270051 -0.0425111 -0.0439031 -0.0709082
9.85192 0.0382717 -0.0313892 -0.0333316 -0.0716033
10.0033 0.045767 -0.0178051 -0.0200926 -0.0658597
10.1547 0.0489358 -0.00303772 -0.00544722 -0.054383
10.3062 0.0476235 0.0115667 0.00925631 -0.0383671
10.4576 0.0420778 0.0247157 0.0227039 -0.0193739
10.609 0.0329158 0.0352822 0.0337309 0.000815089
10.7604 0.0210582 0.0423995 0.041421 0.0203628
10.9118 0.00763988 0.0455306 0.0451805 0.0375406
11.0632 -0.00609693 0.0445061 0.0447816 0.0508785
11.2146 -0.0189154 0.0395298 0.0403731 0.0592886
11.3661 -0.0296939 0.0311506 0.0324568 0.0621507
11.5175 -0.0375222 0.0202048 0.0218337 0.0593559
11.6689 -0.0417769 0.00773499 0.00952509 0.051302
11.8203 -0.0421693 -0.00510771 -0.00332394 0.0388454
11.9717 -0.0387627 -0.0171682 -0.0155493 0.0232134
12.1231 -0.0319575 -0.0273899 -0.0260718 0.00588569
12.2745 -0.0224478 -0.0349058 -0.0339913 -0.0115435
12.426 -0.0111519 -0.0391109 -0.0386621 -0.0275102
12.5774 0.000874764 -0.0397095 -0.0397443 -0.0406191
12.7288 0.0125366 -0.0367343 -0.0372268 -0.0497634
12.8802 0.0227968 -0.0305354 -0.0314204 -0.0542172
13.0316 0.030768 -0.0217422 -0.0229227 -0.0536907
13.183 0.0357882 -0.0112007 -0.0125581 -0.0483463
13.3344 0.0374744 0.000106215 -0.00129896 -0.0387733
13.4859 0.0357506 0.0111497 0.00982424 -0.0259264
13.6373 0.0308477 0.0209473 0.0198163 -0.0110314
13.7887 0.023276 0.0286493 0.0278053 0.00452934
13.9401 0.0137735 0.0336118 0.0331178 0.0193443
14.0915 0.00323517 0.0354493 0.0353346 0.0320994
14.2429 -0.00737035 0.034064 0.0343227 0.0416931
14.3943 -0.0170891 0.0296478 0.0302414 0.0473305
14.5458 -0.0250664 0.02266 0.0235216 0.048588
14.6972 -0.0306217 0.0137799 0.0148217 0.0454434
14.8486 -0.0333053 0.00384259 0.00496408 0.0382694
15 -0.0329344 -0.00623953 -0.00514171 0.0277927
